# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-11-17 19:39:36 -05:00	(nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01116500 PAWTUXET RIVER AT CRANSTON, RI
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
#
# Data provided for site 01116500
#    TS_ID       Parameter Description
#    66424       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#
agency_cd	site_no	datetime	tz_cd	66424_00060	66424_00060_cd
USGS	01116500	2020-07-19 19:15	EDT	70.9	A
USGS	01116500	2020-07-19 19:30	EDT	70.9	A
USGS	01116500	2020-07-19 19:45	EDT	68.7	A
USGS	01116500	2020-07-19 20:00	EDT	68.7	A
USGS	01116500	2020-07-19 20:15	EDT	68.8	A
USGS	01116500	2020-07-19 20:30	EDT	66.6	A
USGS	01116500	2020-07-19 20:45	EDT	66.7	A
USGS	01116500	2020-07-19 21:00	EDT	66.7	A
USGS	01116500	2020-07-19 21:15	EDT	66.7	A
USGS	01116500	2020-07-19 21:30	EDT	66.7	A
USGS	01116500	2020-07-19 21:45	EDT	64.6	A
USGS	01116500	2020-07-19 22:00	EDT	64.6	A
USGS	01116500	2020-07-19 22:15	EDT	64.6	A
USGS	01116500	2020-07-19 22:30	EDT	64.6	A
USGS	01116500	2020-07-19 22:45	EDT	64.7	A
USGS	01116500	2020-07-19 23:00	EDT	64.7	A
USGS	01116500	2020-07-19 23:15	EDT	64.7	A
USGS	01116500	2020-07-19 23:30	EDT	62.6	A
USGS	01116500	2020-07-19 23:45	EDT	62.6	A
USGS	01116500	2020-07-20 00:00	EDT	62.6	A
USGS	01116500	2020-07-20 00:15	EDT	60.6	A
USGS	01116500	2020-07-20 00:30	EDT	60.6	A
USGS	01116500	2020-07-20 00:45	EDT	60.6	A
USGS	01116500	2020-07-20 01:00	EDT	60.6	A
USGS	01116500	2020-07-20 01:15	EDT	58.6	A
USGS	01116500	2020-07-20 01:30	EDT	58.6	A
USGS	01116500	2020-07-20 01:45	EDT	58.6	A
USGS	01116500	2020-07-20 02:00	EDT	56.7	A
USGS	01116500	2020-07-20 02:15	EDT	54.7	A
USGS	01116500	2020-07-20 02:30	EDT	54.7	A
USGS	01116500	2020-07-20 02:45	EDT	52.8	A
USGS	01116500	2020-07-20 03:00	EDT	52.8	A
USGS	01116500	2020-07-20 03:15	EDT	52.8	A
USGS	01116500	2020-07-20 03:30	EDT	50.9	A
USGS	01116500	2020-07-20 03:45	EDT	50.9	A
USGS	01116500	2020-07-20 04:00	EDT	50.9	A
USGS	01116500	2020-07-20 04:15	EDT	49.0	A
USGS	01116500	2020-07-20 04:30	EDT	49.0	A
USGS	01116500	2020-07-20 04:45	EDT	47.2	A
USGS	01116500	2020-07-20 05:00	EDT	45.3	A
USGS	01116500	2020-07-20 05:15	EDT	45.3	A
USGS	01116500	2020-07-20 05:30	EDT	45.4	A
USGS	01116500	2020-07-20 05:45	EDT	45.4	A
USGS	01116500	2020-07-20 06:00	EDT	45.4	A
USGS	01116500	2020-07-20 06:15	EDT	45.4	A
USGS	01116500	2020-07-20 06:30	EDT	45.4	A
USGS	01116500	2020-07-20 06:45	EDT	45.4	A
USGS	01116500	2020-07-20 07:00	EDT	43.6	A
USGS	01116500	2020-07-20 07:15	EDT	43.6	A
USGS	01116500	2020-07-20 07:30	EDT	43.6	A
USGS	01116500	2020-07-20 07:45	EDT	43.6	A
USGS	01116500	2020-07-20 08:00	EDT	43.6	A
USGS	01116500	2020-07-20 08:15	EDT	43.7	A
USGS	01116500	2020-07-20 08:30	EDT	43.7	A
USGS	01116500	2020-07-20 08:45	EDT	43.7	A
USGS	01116500	2020-07-20 09:00	EDT	43.7	A
USGS	01116500	2020-07-20 09:15	EDT	45.5	A
USGS	01116500	2020-07-20 09:30	EDT	45.5	A
USGS	01116500	2020-07-20 09:45	EDT	45.5	A
USGS	01116500	2020-07-20 10:00	EDT	45.5	A
USGS	01116500	2020-07-20 10:15	EDT	47.4	A
USGS	01116500	2020-07-20 10:30	EDT	47.4	A
USGS	01116500	2020-07-20 10:45	EDT	47.4	A
USGS	01116500	2020-07-20 11:00	EDT	49.3	A
USGS	01116500	2020-07-20 11:15	EDT	49.3	A
USGS	01116500	2020-07-20 11:30	EDT	51.2	A
USGS	01116500	2020-07-20 11:45	EDT	51.2	A
USGS	01116500	2020-07-20 12:00	EDT	51.3	A
USGS	01116500	2020-07-20 12:15	EDT	53.2	A
USGS	01116500	2020-07-20 12:30	EDT	53.2	A
USGS	01116500	2020-07-20 12:45	EDT	55.2	A
USGS	01116500	2020-07-20 13:00	EDT	55.2	A
USGS	01116500	2020-07-20 13:15	EDT	57.2	A
USGS	01116500	2020-07-20 13:30	EDT	57.2	A
USGS	01116500	2020-07-20 13:45	EDT	59.2	A
USGS	01116500	2020-07-20 14:00	EDT	59.2	A
USGS	01116500	2020-07-20 14:15	EDT	59.2	A
USGS	01116500	2020-07-20 14:30	EDT	61.3	A
USGS	01116500	2020-07-20 14:45	EDT	61.3	A
USGS	01116500	2020-07-20 15:00	EDT	61.3	A
USGS	01116500	2020-07-20 15:15	EDT	61.3	A
USGS	01116500	2020-07-20 15:30	EDT	63.4	A
USGS	01116500	2020-07-20 15:45	EDT	63.4	A
USGS	01116500	2020-07-20 16:00	EDT	65.5	A
USGS	01116500	2020-07-20 16:15	EDT	65.5	A
USGS	01116500	2020-07-20 16:30	EDT	65.5	A
USGS	01116500	2020-07-20 16:45	EDT	65.5	A
USGS	01116500	2020-07-20 17:00	EDT	67.7	A
USGS	01116500	2020-07-20 17:15	EDT	67.7	A
USGS	01116500	2020-07-20 17:30	EDT	67.7	A
USGS	01116500	2020-07-20 17:45	EDT	67.7	A
USGS	01116500	2020-07-20 18:00	EDT	67.7	A
USGS	01116500	2020-07-20 18:15	EDT	67.7	A
USGS	01116500	2020-07-20 18:30	EDT	69.9	A
USGS	01116500	2020-07-20 18:45	EDT	69.9	A
USGS	01116500	2020-07-20 19:00	EDT	69.9	A
USGS	01116500	2020-07-20 19:15	EDT	69.9	A
USGS	01116500	2020-07-20 19:30	EDT	69.9	A
USGS	01116500	2020-07-20 19:45	EDT	69.9	A
USGS	01116500	2020-07-20 20:00	EDT	72.1	A
USGS	01116500	2020-07-20 20:15	EDT	72.1	A
USGS	01116500	2020-07-20 20:30	EDT	72.1	A
USGS	01116500	2020-07-20 20:45	EDT	72.2	A
USGS	01116500	2020-07-20 21:00	EDT	72.2	A
USGS	01116500	2020-07-20 21:15	EDT	74.4	A
USGS	01116500	2020-07-20 21:30	EDT	74.4	A
USGS	01116500	2020-07-20 21:45	EDT	74.4	A
USGS	01116500	2020-07-20 22:00	EDT	74.4	A
USGS	01116500	2020-07-20 22:15	EDT	76.6	A
USGS	01116500	2020-07-20 22:30	EDT	76.6	A
USGS	01116500	2020-07-20 22:45	EDT	76.7	A
USGS	01116500	2020-07-20 23:00	EDT	76.7	A
USGS	01116500	2020-07-20 23:15	EDT	76.7	A
USGS	01116500	2020-07-20 23:30	EDT	76.7	A
USGS	01116500	2020-07-20 23:45	EDT	76.7	A
USGS	01116500	2020-07-21 00:00	EDT	76.7	A
USGS	01116500	2020-07-21 00:15	EDT	76.7	A
USGS	01116500	2020-07-21 00:30	EDT	76.7	A
USGS	01116500	2020-07-21 00:45	EDT	76.8	A
USGS	01116500	2020-07-21 01:00	EDT	74.6	A
USGS	01116500	2020-07-21 01:15	EDT	74.6	A
USGS	01116500	2020-07-21 01:30	EDT	74.6	A
USGS	01116500	2020-07-21 01:45	EDT	74.6	A
USGS	01116500	2020-07-21 02:00	EDT	74.6	A
USGS	01116500	2020-07-21 02:15	EDT	72.4	A
USGS	01116500	2020-07-21 02:30	EDT	72.4	A
USGS	01116500	2020-07-21 02:45	EDT	72.5	A
USGS	01116500	2020-07-21 03:00	EDT	70.3	A
USGS	01116500	2020-07-21 03:15	EDT	70.3	A
USGS	01116500	2020-07-21 03:30	EDT	70.3	A
USGS	01116500	2020-07-21 03:45	EDT	70.3	A
USGS	01116500	2020-07-21 04:00	EDT	68.2	A
USGS	01116500	2020-07-21 04:15	EDT	68.2	A
USGS	01116500	2020-07-21 04:30	EDT	68.2	A
USGS	01116500	2020-07-21 04:45	EDT	66.1	A
USGS	01116500	2020-07-21 05:00	EDT	66.1	A
USGS	01116500	2020-07-21 05:15	EDT	66.2	A
USGS	01116500	2020-07-21 05:30	EDT	66.2	A
USGS	01116500	2020-07-21 05:45	EDT	66.2	A
USGS	01116500	2020-07-21 06:00	EDT	64.1	A
USGS	01116500	2020-07-21 06:15	EDT	64.1	A
USGS	01116500	2020-07-21 06:30	EDT	64.1	A
USGS	01116500	2020-07-21 06:45	EDT	64.1	A
USGS	01116500	2020-07-21 07:00	EDT	64.1	A
USGS	01116500	2020-07-21 07:15	EDT	64.2	A
USGS	01116500	2020-07-21 07:30	EDT	64.2	A
USGS	01116500	2020-07-21 07:45	EDT	64.2	A
USGS	01116500	2020-07-21 08:00	EDT	64.2	A
USGS	01116500	2020-07-21 08:15	EDT	64.2	A
USGS	01116500	2020-07-21 08:30	EDT	64.2	A
USGS	01116500	2020-07-21 08:45	EDT	66.3	A
USGS	01116500	2020-07-21 09:00	EDT	66.3	A
USGS	01116500	2020-07-21 09:15	EDT	66.4	A
USGS	01116500	2020-07-21 09:30	EDT	66.4	A
USGS	01116500	2020-07-21 09:45	EDT	66.4	A
USGS	01116500	2020-07-21 10:00	EDT	68.5	A
USGS	01116500	2020-07-21 10:15	EDT	68.5	A
USGS	01116500	2020-07-21 10:30	EDT	70.7	A
USGS	01116500	2020-07-21 10:45	EDT	70.7	A
USGS	01116500	2020-07-21 11:00	EDT	70.7	A
USGS	01116500	2020-07-21 11:15	EDT	72.9	A
USGS	01116500	2020-07-21 11:30	EDT	72.9	A
USGS	01116500	2020-07-21 11:45	EDT	72.9	A
USGS	01116500	2020-07-21 12:00	EDT	75.1	A
USGS	01116500	2020-07-21 12:15	EDT	75.1	A
USGS	01116500	2020-07-21 12:30	EDT	75.2	A
USGS	01116500	2020-07-21 12:45	EDT	77.4	A
USGS	01116500	2020-07-21 13:00	EDT	77.4	A
USGS	01116500	2020-07-21 13:15	EDT	77.4	A
USGS	01116500	2020-07-21 13:30	EDT	77.4	A
USGS	01116500	2020-07-21 13:45	EDT	79.7	A
USGS	01116500	2020-07-21 14:00	EDT	79.7	A
USGS	01116500	2020-07-21 14:15	EDT	79.7	A
USGS	01116500	2020-07-21 14:30	EDT	79.7	A
USGS	01116500	2020-07-21 14:45	EDT	79.7	A
USGS	01116500	2020-07-21 15:00	EDT	79.8	A
USGS	01116500	2020-07-21 15:15	EDT	79.8	A
USGS	01116500	2020-07-21 15:30	EDT	79.8	A
USGS	01116500	2020-07-21 15:45	EDT	79.8	A
USGS	01116500	2020-07-21 16:00	EDT	79.8	A
USGS	01116500	2020-07-21 16:15	EDT	79.8	A
USGS	01116500	2020-07-21 16:30	EDT	79.8	A
USGS	01116500	2020-07-21 16:45	EDT	79.8	A
USGS	01116500	2020-07-21 17:00	EDT	79.9	A
USGS	01116500	2020-07-21 17:15	EDT	79.9	A
USGS	01116500	2020-07-21 17:30	EDT	79.9	A
USGS	01116500	2020-07-21 17:45	EDT	79.9	A
USGS	01116500	2020-07-21 18:00	EDT	79.9	A
USGS	01116500	2020-07-21 18:15	EDT	79.9	A
USGS	01116500	2020-07-21 18:30	EDT	79.9	A
USGS	01116500	2020-07-21 18:45	EDT	80.0	A
USGS	01116500	2020-07-21 19:00	EDT	80.0	A
USGS	01116500	2020-07-21 19:15	EDT	80.0	A
USGS	01116500	2020-07-21 19:30	EDT	80.0	A
USGS	01116500	2020-07-21 19:45	EDT	80.0	A
USGS	01116500	2020-07-21 20:00	EDT	80.0	A
USGS	01116500	2020-07-21 20:15	EDT	80.0	A
USGS	01116500	2020-07-21 20:30	EDT	80.0	A
USGS	01116500	2020-07-21 20:45	EDT	80.1	A
USGS	01116500	2020-07-21 21:00	EDT	80.1	A
USGS	01116500	2020-07-21 21:15	EDT	80.1	A
USGS	01116500	2020-07-21 21:30	EDT	80.1	A
USGS	01116500	2020-07-21 21:45	EDT	80.1	A
USGS	01116500	2020-07-21 22:00	EDT	80.1	A
USGS	01116500	2020-07-21 22:15	EDT	80.1	A
USGS	01116500	2020-07-21 22:30	EDT	80.2	A
USGS	01116500	2020-07-21 22:45	EDT	80.2	A
USGS	01116500	2020-07-21 23:00	EDT	80.2	A
USGS	01116500	2020-07-21 23:15	EDT	80.2	A
USGS	01116500	2020-07-21 23:30	EDT	80.2	A
USGS	01116500	2020-07-21 23:45	EDT	80.2	A
USGS	01116500	2020-07-22 00:00	EDT	80.2	A
USGS	01116500	2020-07-22 00:15	EDT	80.2	A
USGS	01116500	2020-07-22 00:30	EDT	80.3	A
USGS	01116500	2020-07-22 00:45	EDT	80.3	A
USGS	01116500	2020-07-22 01:00	EDT	80.3	A
USGS	01116500	2020-07-22 01:15	EDT	80.3	A
USGS	01116500	2020-07-22 01:30	EDT	80.3	A
USGS	01116500	2020-07-22 01:45	EDT	78.1	A
USGS	01116500	2020-07-22 02:00	EDT	78.1	A
USGS	01116500	2020-07-22 02:15	EDT	78.1	A
USGS	01116500	2020-07-22 02:30	EDT	78.1	A
USGS	01116500	2020-07-22 02:45	EDT	78.1	A
USGS	01116500	2020-07-22 03:00	EDT	78.1	A
USGS	01116500	2020-07-22 03:15	EDT	78.2	A
USGS	01116500	2020-07-22 03:30	EDT	75.9	A
USGS	01116500	2020-07-22 03:45	EDT	75.9	A
USGS	01116500	2020-07-22 04:00	EDT	76.0	A
USGS	01116500	2020-07-22 04:15	EDT	73.8	A
USGS	01116500	2020-07-22 04:30	EDT	73.8	A
USGS	01116500	2020-07-22 04:45	EDT	71.6	A
USGS	01116500	2020-07-22 05:00	EDT	71.6	A
USGS	01116500	2020-07-22 05:15	EDT	69.5	A
USGS	01116500	2020-07-22 05:30	EDT	69.5	A
USGS	01116500	2020-07-22 05:45	EDT	69.5	A
USGS	01116500	2020-07-22 06:00	EDT	69.5	A
USGS	01116500	2020-07-22 06:15	EDT	67.4	A
USGS	01116500	2020-07-22 06:30	EDT	67.4	A
USGS	01116500	2020-07-22 06:45	EDT	67.4	A
USGS	01116500	2020-07-22 07:00	EDT	67.4	A
USGS	01116500	2020-07-22 07:15	EDT	67.4	A
USGS	01116500	2020-07-22 07:30	EDT	67.5	A
USGS	01116500	2020-07-22 07:45	EDT	67.5	A
USGS	01116500	2020-07-22 08:00	EDT	67.5	A
USGS	01116500	2020-07-22 08:15	EDT	67.5	A
USGS	01116500	2020-07-22 08:30	EDT	67.5	A
USGS	01116500	2020-07-22 08:45	EDT	69.7	A
USGS	01116500	2020-07-22 09:00	EDT	69.7	A
USGS	01116500	2020-07-22 09:15	EDT	69.7	A
USGS	01116500	2020-07-22 09:30	EDT	69.7	A
USGS	01116500	2020-07-22 09:45	EDT	71.9	A
USGS	01116500	2020-07-22 10:00	EDT	71.9	A
USGS	01116500	2020-07-22 10:15	EDT	74.1	A
USGS	01116500	2020-07-22 10:30	EDT	74.1	A
USGS	01116500	2020-07-22 10:45	EDT	76.3	A
USGS	01116500	2020-07-22 11:00	EDT	76.3	A
USGS	01116500	2020-07-22 11:15	EDT	78.6	A
USGS	01116500	2020-07-22 11:30	EDT	78.6	A
USGS	01116500	2020-07-22 11:45	EDT	80.9	A
USGS	01116500	2020-07-22 12:00	EDT	80.9	A
USGS	01116500	2020-07-22 12:15	EDT	80.9	A
USGS	01116500	2020-07-22 12:30	EDT	83.2	A
USGS	01116500	2020-07-22 12:45	EDT	83.2	A
USGS	01116500	2020-07-22 13:00	EDT	83.3	A
USGS	01116500	2020-07-22 13:15	EDT	85.6	A
USGS	01116500	2020-07-22 13:30	EDT	85.6	A
USGS	01116500	2020-07-22 13:45	EDT	87.9	A
USGS	01116500	2020-07-22 14:00	EDT	88.0	A
USGS	01116500	2020-07-22 14:15	EDT	88.0	A
USGS	01116500	2020-07-22 14:30	EDT	88.0	A
USGS	01116500	2020-07-22 14:45	EDT	88.0	A
USGS	01116500	2020-07-22 15:00	EDT	90.4	A
USGS	01116500	2020-07-22 15:15	EDT	90.4	A
USGS	01116500	2020-07-22 15:30	EDT	90.4	A
USGS	01116500	2020-07-22 15:45	EDT	90.4	A
USGS	01116500	2020-07-22 16:00	EDT	90.5	A
USGS	01116500	2020-07-22 16:15	EDT	90.5	A
USGS	01116500	2020-07-22 16:30	EDT	90.5	A
USGS	01116500	2020-07-22 16:45	EDT	90.5	A
USGS	01116500	2020-07-22 17:00	EDT	90.5	A
USGS	01116500	2020-07-22 17:15	EDT	90.6	A
USGS	01116500	2020-07-22 17:30	EDT	90.6	A
USGS	01116500	2020-07-22 17:45	EDT	88.3	A
USGS	01116500	2020-07-22 18:00	EDT	88.3	A
USGS	01116500	2020-07-22 18:15	EDT	88.3	A
USGS	01116500	2020-07-22 18:30	EDT	88.3	A
USGS	01116500	2020-07-22 18:45	EDT	88.3	A
USGS	01116500	2020-07-22 19:00	EDT	88.4	A
USGS	01116500	2020-07-22 19:15	EDT	88.4	A
USGS	01116500	2020-07-22 19:30	EDT	88.4	A
USGS	01116500	2020-07-22 19:45	EDT	88.4	A
USGS	01116500	2020-07-22 20:00	EDT	88.4	A
USGS	01116500	2020-07-22 20:15	EDT	88.5	A
USGS	01116500	2020-07-22 20:30	EDT	88.5	A
USGS	01116500	2020-07-22 20:45	EDT	88.5	A
USGS	01116500	2020-07-22 21:00	EDT	88.5	A
USGS	01116500	2020-07-22 21:15	EDT	88.5	A
USGS	01116500	2020-07-22 21:30	EDT	88.6	A
USGS	01116500	2020-07-22 21:45	EDT	88.6	A
USGS	01116500	2020-07-22 22:00	EDT	88.6	A
USGS	01116500	2020-07-22 22:15	EDT	88.6	A
USGS	01116500	2020-07-22 22:30	EDT	86.3	A
USGS	01116500	2020-07-22 22:45	EDT	86.3	A
USGS	01116500	2020-07-22 23:00	EDT	86.4	A
USGS	01116500	2020-07-22 23:15	EDT	86.4	A
USGS	01116500	2020-07-22 23:30	EDT	86.4	A
USGS	01116500	2020-07-22 23:45	EDT	86.4	A
USGS	01116500	2020-07-23 00:00	EDT	86.4	A
USGS	01116500	2020-07-23 00:15	EDT	86.5	A
USGS	01116500	2020-07-23 00:30	EDT	84.2	A
USGS	01116500	2020-07-23 00:45	EDT	84.2	A
USGS	01116500	2020-07-23 01:00	EDT	84.2	A
USGS	01116500	2020-07-23 01:15	EDT	84.2	A
USGS	01116500	2020-07-23 01:30	EDT	84.2	A
USGS	01116500	2020-07-23 01:45	EDT	84.3	A
USGS	01116500	2020-07-23 02:00	EDT	84.3	A
USGS	01116500	2020-07-23 02:15	EDT	82.0	A
USGS	01116500	2020-07-23 02:30	EDT	82.0	A
USGS	01116500	2020-07-23 02:45	EDT	82.0	A
USGS	01116500	2020-07-23 03:00	EDT	82.1	A
USGS	01116500	2020-07-23 03:15	EDT	82.1	A
USGS	01116500	2020-07-23 03:30	EDT	82.1	A
USGS	01116500	2020-07-23 03:45	EDT	79.9	A
USGS	01116500	2020-07-23 04:00	EDT	79.9	A
USGS	01116500	2020-07-23 04:15	EDT	79.9	A
USGS	01116500	2020-07-23 04:30	EDT	79.9	A
USGS	01116500	2020-07-23 04:45	EDT	77.7	A
USGS	01116500	2020-07-23 05:00	EDT	77.7	A
USGS	01116500	2020-07-23 05:15	EDT	75.5	A
USGS	01116500	2020-07-23 05:30	EDT	75.5	A
USGS	01116500	2020-07-23 05:45	EDT	75.5	A
USGS	01116500	2020-07-23 06:00	EDT	75.6	A
USGS	01116500	2020-07-23 06:15	EDT	75.6	A
USGS	01116500	2020-07-23 06:30	EDT	75.6	A
USGS	01116500	2020-07-23 06:45	EDT	73.4	A
USGS	01116500	2020-07-23 07:00	EDT	73.4	A
USGS	01116500	2020-07-23 07:15	EDT	73.5	A
USGS	01116500	2020-07-23 07:30	EDT	73.5	A
USGS	01116500	2020-07-23 07:45	EDT	73.5	A
USGS	01116500	2020-07-23 08:00	EDT	73.5	A
USGS	01116500	2020-07-23 08:15	EDT	73.5	A
USGS	01116500	2020-07-23 08:30	EDT	73.6	A
USGS	01116500	2020-07-23 08:45	EDT	73.6	A
USGS	01116500	2020-07-23 09:00	EDT	75.8	A
USGS	01116500	2020-07-23 09:15	EDT	75.8	A
USGS	01116500	2020-07-23 09:30	EDT	75.8	A
USGS	01116500	2020-07-23 09:45	EDT	75.9	A
USGS	01116500	2020-07-23 10:00	EDT	78.1	A
USGS	01116500	2020-07-23 10:15	EDT	78.1	A
USGS	01116500	2020-07-23 10:30	EDT	78.1	A
USGS	01116500	2020-07-23 10:45	EDT	80.4	A
USGS	01116500	2020-07-23 11:00	EDT	80.4	A
USGS	01116500	2020-07-23 11:15	EDT	80.5	A
USGS	01116500	2020-07-23 11:30	EDT	80.5	A
USGS	01116500	2020-07-23 11:45	EDT	82.8	A
USGS	01116500	2020-07-23 12:00	EDT	82.8	A
USGS	01116500	2020-07-23 12:15	EDT	82.8	A
USGS	01116500	2020-07-23 12:30	EDT	82.8	A
USGS	01116500	2020-07-23 12:45	EDT	82.9	A
USGS	01116500	2020-07-23 13:00	EDT	82.9	A
USGS	01116500	2020-07-23 13:15	EDT	85.2	A
USGS	01116500	2020-07-23 13:30	EDT	85.2	A
USGS	01116500	2020-07-23 13:45	EDT	85.2	A
USGS	01116500	2020-07-23 14:00	EDT	85.3	A
USGS	01116500	2020-07-23 14:15	EDT	85.3	A
USGS	01116500	2020-07-23 14:30	EDT	85.3	A
USGS	01116500	2020-07-23 14:45	EDT	85.3	A
USGS	01116500	2020-07-23 15:00	EDT	87.7	A
USGS	01116500	2020-07-23 15:15	EDT	87.7	A
USGS	01116500	2020-07-23 15:30	EDT	87.7	A
USGS	01116500	2020-07-23 15:45	EDT	87.7	A
USGS	01116500	2020-07-23 16:00	EDT	87.8	A
USGS	01116500	2020-07-23 16:15	EDT	87.8	A
USGS	01116500	2020-07-23 16:30	EDT	87.8	A
USGS	01116500	2020-07-23 16:45	EDT	87.8	A
USGS	01116500	2020-07-23 17:00	EDT	87.8	A
USGS	01116500	2020-07-23 17:15	EDT	87.9	A
USGS	01116500	2020-07-23 17:30	EDT	87.9	A
USGS	01116500	2020-07-23 17:45	EDT	87.9	A
USGS	01116500	2020-07-23 18:00	EDT	87.9	A
USGS	01116500	2020-07-23 18:15	EDT	87.9	A
USGS	01116500	2020-07-23 18:30	EDT	88.0	A
USGS	01116500	2020-07-23 18:45	EDT	88.0	A
USGS	01116500	2020-07-23 19:00	EDT	88.0	A
USGS	01116500	2020-07-23 19:15	EDT	88.0	A
USGS	01116500	2020-07-23 19:30	EDT	85.7	A
USGS	01116500	2020-07-23 19:45	EDT	88.1	A
USGS	01116500	2020-07-23 20:00	EDT	85.8	A
USGS	01116500	2020-07-23 20:15	EDT	85.8	A
USGS	01116500	2020-07-23 20:30	EDT	88.1	A
USGS	01116500	2020-07-23 20:45	EDT	85.8	A
USGS	01116500	2020-07-23 21:00	EDT	85.8	A
USGS	01116500	2020-07-23 21:15	EDT	85.9	A
USGS	01116500	2020-07-23 21:30	EDT	85.9	A
USGS	01116500	2020-07-23 21:45	EDT	85.9	A
USGS	01116500	2020-07-23 22:00	EDT	85.9	A
USGS	01116500	2020-07-23 22:15	EDT	85.9	A
USGS	01116500	2020-07-23 22:30	EDT	86.0	A
USGS	01116500	2020-07-23 22:45	EDT	86.0	A
USGS	01116500	2020-07-23 23:00	EDT	86.0	A
USGS	01116500	2020-07-23 23:15	EDT	86.0	A
USGS	01116500	2020-07-23 23:30	EDT	86.0	A
USGS	01116500	2020-07-23 23:45	EDT	83.7	A
USGS	01116500	2020-07-24 00:00	EDT	83.8	A
USGS	01116500	2020-07-24 00:15	EDT	83.8	A
USGS	01116500	2020-07-24 00:30	EDT	83.8	A
USGS	01116500	2020-07-24 00:45	EDT	83.8	A
USGS	01116500	2020-07-24 01:00	EDT	83.8	A
USGS	01116500	2020-07-24 01:15	EDT	81.6	A
USGS	01116500	2020-07-24 01:30	EDT	81.6	A
USGS	01116500	2020-07-24 01:45	EDT	81.6	A
USGS	01116500	2020-07-24 02:00	EDT	81.6	A
USGS	01116500	2020-07-24 02:15	EDT	81.7	A
USGS	01116500	2020-07-24 02:30	EDT	79.4	A
USGS	01116500	2020-07-24 02:45	EDT	77.2	A
USGS	01116500	2020-07-24 03:00	EDT	77.2	A
USGS	01116500	2020-07-24 03:15	EDT	77.2	A
USGS	01116500	2020-07-24 03:30	EDT	77.2	A
USGS	01116500	2020-07-24 03:45	EDT	75.0	A
USGS	01116500	2020-07-24 04:00	EDT	75.1	A
USGS	01116500	2020-07-24 04:15	EDT	75.1	A
USGS	01116500	2020-07-24 04:30	EDT	75.1	A
USGS	01116500	2020-07-24 04:45	EDT	75.1	A
USGS	01116500	2020-07-24 05:00	EDT	72.9	A
USGS	01116500	2020-07-24 05:15	EDT	73.0	A
USGS	01116500	2020-07-24 05:30	EDT	73.0	A
USGS	01116500	2020-07-24 05:45	EDT	73.0	A
USGS	01116500	2020-07-24 06:00	EDT	70.8	A
USGS	01116500	2020-07-24 06:15	EDT	70.9	A
USGS	01116500	2020-07-24 06:30	EDT	70.9	A
USGS	01116500	2020-07-24 06:45	EDT	70.9	A
USGS	01116500	2020-07-24 07:00	EDT	70.9	A
USGS	01116500	2020-07-24 07:15	EDT	70.9	A
USGS	01116500	2020-07-24 07:30	EDT	71.0	A
USGS	01116500	2020-07-24 07:45	EDT	71.0	A
USGS	01116500	2020-07-24 08:00	EDT	71.0	A
USGS	01116500	2020-07-24 08:15	EDT	71.0	A
USGS	01116500	2020-07-24 08:30	EDT	71.0	A
USGS	01116500	2020-07-24 08:45	EDT	71.1	A
USGS	01116500	2020-07-24 09:00	EDT	71.1	A
USGS	01116500	2020-07-24 09:15	EDT	73.3	A
USGS	01116500	2020-07-24 09:30	EDT	73.3	A
USGS	01116500	2020-07-24 09:45	EDT	73.3	A
USGS	01116500	2020-07-24 10:00	EDT	73.3	A
USGS	01116500	2020-07-24 10:15	EDT	73.4	A
USGS	01116500	2020-07-24 10:30	EDT	75.6	A
USGS	01116500	2020-07-24 10:45	EDT	75.6	A
USGS	01116500	2020-07-24 11:00	EDT	75.6	A
USGS	01116500	2020-07-24 11:15	EDT	75.6	A
USGS	01116500	2020-07-24 11:30	EDT	77.9	A
USGS	01116500	2020-07-24 11:45	EDT	77.9	A
USGS	01116500	2020-07-24 12:00	EDT	77.9	A
USGS	01116500	2020-07-24 12:15	EDT	80.2	A
USGS	01116500	2020-07-24 12:30	EDT	80.2	A
USGS	01116500	2020-07-24 12:45	EDT	80.2	A
USGS	01116500	2020-07-24 13:00	EDT	82.5	A
USGS	01116500	2020-07-24 13:15	EDT	82.5	A
USGS	01116500	2020-07-24 13:30	EDT	82.6	A
USGS	01116500	2020-07-24 13:45	EDT	82.6	A
USGS	01116500	2020-07-24 14:00	EDT	82.6	A
USGS	01116500	2020-07-24 14:15	EDT	82.6	A
USGS	01116500	2020-07-24 14:30	EDT	82.6	A
USGS	01116500	2020-07-24 14:45	EDT	82.7	A
USGS	01116500	2020-07-24 15:00	EDT	82.7	A
